category,question,year
Allmänbildning,Den första kvinnliga rösträtten i världen tas i Nya Zeeland.,1893
Allmänbildning,Insulinet isoleras och räddar liv för diabetiker världen över.,1921
Allmänbildning,Den första konstgjorda satelliten Sputnik skjuts upp av Sovjet.,1957
Allmänbildning,Plast uppfinns av Leo Baekeland och förändrar materialvärlden.,1907
Allmänbildning,De första antibiotika-resistenta bakterierna rapporteras av forskare.,1947
Allmänbildning,Bilar med bensinmotor tillverkas av Karl Benz för allmän försäljning.,1888
Allmänbildning,Telegraflinjen mellan Europa och Nordamerika läggs längs havsbotten.,1866
Allmänbildning,Twitter lanseras och mikrobloggning tar fart.,2006
Allmänbildning,Sonden Mars Pathfinder landar på Mars och skickar bilder till Jorden.,1997
Allmänbildning,Strålbehandling för cancer används för allra första gången.,1896
Allmänbildning,Cholera-vaccinet tas fram av Louis Pasteur.,1880
Allmänbildning,Första robotkirurgin genomförs framgångsrikt på människa.,1985
Allmänbildning,Einsteins fotoelektriska effekt förklaras och kvantfysiken föds.,1905
Allmänbildning,Första antidepressiva läkemedlet Iproniazid godkänns.,1958
Allmänbildning,Arkimedes formulerar principen om flytkraft i sitt bad.,250 f.Kr.
Allmänbildning,Pythagoras sats formuleras och används fortfarande i matematik.,500 f.Kr.
Allmänbildning,Euklides sammanfattar geometrin i Elementa.,300 f.Kr.
Allmänbildning,Arabiska talsystemet med siffran noll tas i bruk i Europa.,800
Allmänbildning,Roger Bacon beskriver grunderna för den vetenskapliga metoden.,1267
Allmänbildning,Tryckt bok med rörliga typer produceras för första gången i Europa.,1455
Allmänbildning,Teleskopet uppfinns och möjliggör astronomiska observationer.,1608
Allmänbildning,Barometern uppfinns av Evangelista Torricelli.,1643
Allmänbildning,Mikroskopet förbättras av Antonie van Leeuwenhoek och bakterier ses.,1674
Allmänbildning,Ångmaskinen förbättras och blir praktiskt användbar i industrin.,1782
Allmänbildning,Elektrisk ström beskrivs av Alessandro Volta som skapar det första batteriet.,1800
Allmänbildning,Elektromagnetism beskrives av James Clerk Maxwell i fyra ekvationer.,1865
Allmänbildning,Telefonen uppfinns av Alexander Graham Bell.,1876
Allmänbildning,Fonografen uppfinns av Thomas Edison och låter folk spela in ljud.,1877
Allmänbildning,Elektricitet distribueras kommersiellt för första gången i New York.,1882
Allmänbildning,Bilen med förbränningsmotor produceras av Karl Benz.,1885
Allmänbildning,Radion uppfinns av Guglielmo Marconi.,1895
Allmänbildning,Flygmaskinen lyfter för första gången i Kitty Hawk med Wright-bröderna.,1903
Allmänbildning,Kvantmekaniken formuleras av Planck och Einstein.,1900
Allmänbildning,Relativitetsteorin publiceras av Einstein.,1905
Allmänbildning,Penicillin-effekten på bakterier observeras av Fleming.,1928
Allmänbildning,Kärnfissionen uppnås för första gången i ett laboratorium.,1938
Allmänbildning,Den allra första datorn ENIAC aktiveras och fyller ett helt rum.,1945
Allmänbildning,Transistorn uppfinns och möjliggör moderna elektronikprodukter.,1947
Allmänbildning,Polio-vaccinet godkänns och räddar miljontals barn.,1955
Allmänbildning,Lasern uppfinns av Theodore Maiman.,1960
Allmänbildning,Internet föregångaren ARPANET kopplas samman för första gången.,1969
Allmänbildning,E-post skickas för första gången på ARPANET.,1971
Allmänbildning,Persondatorn IBM PC lanseras och hemmabruk av dator möjliggörs.,1981
Allmänbildning,CD-skivan lanseras och digitalt ljud når konsumenter.,1982
Allmänbildning,Mac-datorn lanseras av Apple med ett grafiskt gränssnitt.,1984
Allmänbildning,Hubble-teleskopet skjuts ut i rymden och ger oss bilder av universum.,1990
Allmänbildning,World Wide Web öppnas för allmänheten och internet-åldern börjar.,1991
Allmänbildning,DVD-formatet lanseras och ersätter VHS-kassetten gradvis.,1996
Allmänbildning,Google grundas och förändrar hur vi söker information.,1998
Allmänbildning,Bluetooth-standarden lanseras och trådlös teknik sprids.,1998
Allmänbildning,USB-standarden etableras och gör dataöverföring enklare.,1996
Allmänbildning,WiFi-standarden fastställs och trådlöst internet sprids.,1997
Allmänbildning,iPad lanseras och surfplattor revolutionerar datoranvändning.,2010
Allmänbildning,Android-operativsystemet lanseras av Google.,2008
Allmänbildning,ChatGPT lanseras och AI-assistenter når allmänheten.,2022
Allmänbildning,AlphaGo besegrar en mästerspelare i Go och AI:s kapabilitet visas.,2016
Allmänbildning,mRNA-vaccin godkänns mot COVID-19 och är en ny typ av vaccin.,2020
Allmänbildning,James Webb-teleskopet skickar sina första bilder och förvånar världen.,2022
Allmänbildning,Jordens befolkning når 8 miljarder människor.,2022
Allmänbildning,Jordens befolkning passerade 7 miljarder för första gången.,2011
Allmänbildning,Den globala medeltemperaturen slår rekord för fjärde gången på ett decennium.,2023
Allmänbildning,Klimatpanelen IPCC varnar för ökad uppvärmning utan åtgärder.,2021
Allmänbildning,El Niño orsakar extremväder runt om i världen.,2023
Allmänbildning,Aralsjön i Centralasien är nästan helt uttorkad på grund av mänskliga ingrepp.,2000
Allmänbildning,Plastpartiklar hittas i männskors blod för första gången.,2022
Allmänbildning,Mikrofossiler av liv hittas i en meteorit från Mars – diskuteras fortfarande.,1996
Allmänbildning,Vattenisen på Mars bekräftas av Mars Express.,2004
Allmänbildning,Saturnus ringar visar sig vara yngre än planeten själv.,2023
Allmänbildning,Ett svart hål fotograferas för första gången.,2019
Allmänbildning,Gravitationsvågor detekteras av LIGO för första gången.,2015
Allmänbildning,Higgspartikeln bekräftas av CERN.,2012
Allmänbildning,Neutrino observeras för första gången och bevisar Einsteins teori.,1956
Allmänbildning,DNA-fingeravtryck används för första gången i en brottsutredning.,1986
Allmänbildning,Genomet för en lus kartläggs för att förstå evolution.,2010
Allmänbildning,Humant genom kartläggs fullständigt i Human Genome Project.,2003
Allmänbildning,Hjärnceller odlas i laboratorium för första gången – organoid.,2013
Allmänbildning,Stamcellsterapi används i klinisk prövning mot blindhet.,2010
Allmänbildning,3D-printing av organ testas med mänskliga celler för första gången.,2011
Allmänbildning,Roboten Sophia från Hong Kong ges saudiskt medborgarskap.,2017
Allmänbildning,Självkörande bilar testas i verklig trafik av Google Waymo.,2015
Allmänbildning,Tesla lanserar Model S och elbilar blir attraktiva för många.,2012
Allmänbildning,SpaceX återanvänder en raketbooster för första gången i historien.,2017
Allmänbildning,SpaceX:s Starship gör sin första lyckade testflygning.,2023
Allmänbildning,NASA:s Artemis I-mission kretsar runt månen utan besättning.,2022
Allmänbildning,Kina landar ett månfordon på månens baksida för första gången.,2019
Allmänbildning,Indien landar framgångsrikt ett fordon nära månens sydpol.,2023
Allmänbildning,Elon Musks SpaceX fyrar av Starship – historiens mäktigaste raket.,2023
Allmänbildning,Antibiotika-resistens pekad ut av WHO som ett av de största hoten mot folkhälsan.,2019
Allmänbildning,Det första vaccinet mot COVID-19 godkänns för nödanvändning.,2020
Allmänbildning,Sars-viruset sprids internationellt och WHO utfärdar en global varning.,2003
Allmänbildning,Ebolautbrottet i Västafrika kostar 11 000 liv och skrämmer världen.,2014
Allmänbildning,HIV-viruset identifieras för första gången.,1983
Allmänbildning,Det första godkända vaccinet mot HIV testas på människa.,2009
Allmänbildning,Vaccin mot humant papillomvirus HPV godkänns.,2006
Allmänbildning,Alzheimers sjukdoms progression bromsas i kliniska prövningar.,2023
Allmänbildning,Google DeepMind's AlphaFold löser proteinveckningsproblemet.,2020
Allmänbildning,Nobel-priset i medicin tilldelas för mRNA-vaccin-tekniken.,2023
Allmänbildning,Nobel-priset i fysik tilldelas för arbetet med artificiell intelligens.,2024
Allmänbildning,Eld tämjs av Homo erectus och möjliggör tillagning av mat.,500000 f.Kr.
Allmänbildning,Jordbruket uppkommer i den bördiga halvmånen och revolutionerar livsmedelsproduktion.,10000 f.Kr.
Allmänbildning,Skrivkonsten uppfinns i Mesopotamien och historia kan bevaras.,3200 f.Kr.
Allmänbildning,Hjulet uppfinns och transport och handel förändras.,3500 f.Kr.
Allmänbildning,Bronzåldern börjar i Mesopotamien och metaller används i verktyg.,3000 f.Kr.
Allmänbildning,Järnåldern börjar i Anatolien och järn ersätter brons.,1200 f.Kr.
Allmänbildning,Det första myntsystemet skapas i Lydien i nutidens Turkiet.,600 f.Kr.
Allmänbildning,Hippokrates lade grunden till modern medicin och läkareden bär hans namn.,400 f.Kr.
Allmänbildning,Alexandria-biblioteket grundas och samlar antikens kunskap.,300 f.Kr.
Allmänbildning,Kineserna uppfinner pappret och dokumentation förenklas.,105
Allmänbildning,Muslimska vetenskapsmän bevarar och utvidgar antikens kunskap under den islamiska guldåldern.,800
Allmänbildning,Kineserna uppfinner krutet.,850
Allmänbildning,Kompassen uppfinns i Kina och möjliggör navigation till havs.,1090
Allmänbildning,Den svarta döden utplånar en tredjedel av Europas befolkning.,1347
Allmänbildning,Galileo Galilei bevisar empiriskt att tunga och lätta föremål faller lika snabbt.,1589
Allmänbildning,William Harvey beskriver blodcirkulationen i kroppen.,1628
Allmänbildning,Antoine Lavoisier grundlägger modern kemi och namnger syre.,1778
Allmänbildning,Robert Koch identifierar bakterien som orsakar tuberkulos.,1882
Allmänbildning,Louis Pasteur visar att sjukdomar sprids av bakterier.,1857
Allmänbildning,Madam Curie isolerar polonium och radium.,1898
Allmänbildning,Ernest Rutherford beskriver atomkärnan.,1911
Allmänbildning,Niels Bohr presenterar sin modell av atomen.,1913
Allmänbildning,Den stora depressionen börjar med Wall Street-kraschen.,1929
Allmänbildning,Alan Turing presenterar idén om en universell beräkningsmaskin – Turing-maskinen.,1936
Allmänbildning,Eniac – världens första programmerbara dator – tas i drift i Philadelphia.,1945
Allmänbildning,Halvledaren transistorn uppfinns av Bell Labs.,1947
Allmänbildning,Jonas Salk tar fram ett vaccin mot polio.,1952
Allmänbildning,Det integrerade kretskortet uppfinns av Jack Kilby.,1958
Allmänbildning,ARPANET kopplar upp fyra universitet och internet föds.,1969
Allmänbildning,Floppy-disken uppfinns av IBM och möjliggör portabel datalagring.,1971
Allmänbildning,Barcode-systemet börjar användas i butiker.,1974
Allmänbildning,Apple II säljs och persondatorn når hushållen.,1977
Allmänbildning,Världens första text-SMS skickas från en dator till en mobiltelefon.,1992
Allmänbildning,Java programmeringsspråket lanseras.,1995
Allmänbildning,Google Maps lanseras och digital kartläggning når alla.,2005
Allmänbildning,iPhone lanseras och smarttelefon-åldern börjar.,2007
Allmänbildning,AI genererar bilder från text och verktyg som DALL-E når allmänheten.,2022
Allmänbildning,Självkörande bilar godkänns för kommersiell drift i San Francisco.,2023
Allmänbildning,Kvantdatorer utför beräkningar som är omöjliga för klassiska datorer.,2019
Allmänbildning,Meta lanserar sina smarta glasögon i samarbete med Ray-Ban.,2023
Allmänbildning,Niklas Zennström och Janus Friis grundar Skype och förändrar telefonin.,2003
Allmänbildning,Napster stängs ner av domstol efter kamp mot skivbolagen.,2001
Allmänbildning,LinkedIn grundas och professionellt nätverkande digitaliseras.,2003
Allmänbildning,Reddit grundas som ett forum för nyheter och diskussion.,2005
Allmänbildning,Airbnb grundas och privatpersoner börjar hyra ut sina hem.,2008
Allmänbildning,Uber grundas och taxibranschen utmanas av en app.,2009
Allmänbildning,Instagram köps av Facebook för en miljard dollar.,2012
Allmänbildning,Snapchat avvisar ett erbjudande från Facebook om 3 miljarder dollar.,2013
Allmänbildning,Den första kommersiella 5G-nätverket aktiveras i Sydkorea.,2019
Allmänbildning,Starlink-satellitinternet börjar sin betaperiod för allmänheten.,2020
Allmänbildning,Nintendo Switch lanseras och säljer bättre än förväntat.,2017
Allmänbildning,PlayStation 2 lanseras och blir den mest sålda spelkonsolen i historien.,2000
Allmänbildning,Xbox lanseras av Microsoft och utmanar PlayStation.,2001
Allmänbildning,Wii lanseras av Nintendo och rörelsestyrning populäriseras.,2006
Allmänbildning,Googles Gemini-modell lanseras och konkurrerar med OpenAI.,2023
Allmänbildning,E-bokläsaren Kindle lanseras av Amazon.,2007
Allmänbildning,Första 3D-printade huset byggs och invigs i Holland.,2018
Allmänbildning,Boston Dynamics robot Atlas springer och hoppar utan att falla.,2018
Allmänbildning,Det första AI-genererade konstverket säljs på auktionshuset Christie's.,2018
Allmänbildning,Den första kärnfusionsreaktorn som producerar netto-energi aktiveras i USA.,2022
Allmänbildning,Solpaneler täcker mer än 4 procent av USA:s elproduktion.,2023
Allmänbildning,EU:s AI-förordning antas som världens första heltäckande AI-lag.,2024
Allmänbildning,EU:s GDPR-dataskyddsförordning träder i kraft.,2018
Allmänbildning,Kinas digitala yuan testas i stor skala.,2021
Allmänbildning,El Salvador blir det första landet att godkänna Bitcoin som lagligt betalmedel.,2021
Allmänbildning,NFT-konstverk säljs för 69 miljoner dollar på Christie's av Beeple.,2021
Allmänbildning,Kryptovalutan Ethereum lanseras med smarta kontrakt.,2015
Allmänbildning,FTX-grundaren Sam Bankman-Fried döms för bedrägeri.,2023
Allmänbildning,ChatGPT-konkurrenten Claude lanseras av Anthropic.,2023
Allmänbildning,Google Maps introducerar Street View och ger virtuella gaturundturer.,2007
Allmänbildning,Spotify når 100 miljoner betalande prenumeranter.,2019
Allmänbildning,Netflix börjar producera egna originalserier med House of Cards.,2013
Allmänbildning,Röntgenstrålning används för att avbilda ett skelett för första gången i medicinsk historia.,1896
Allmänbildning,Blodgrupper A och B upptäcks av Karl Landsteiner.,1901
Allmänbildning,Vitaminet C identifieras av Albert Szent-Györgyi.,1928
Allmänbildning,Kemoterapi används för första gången mot cancer.,1943
Allmänbildning,Första pacemakern implanteras i en människa i Sverige.,1958
Allmänbildning,Första dialysmaskinen används på en människa av Willem Kolff.,1943
Allmänbildning,Mjältbränna-vaccinet skapas av Louis Pasteur.,1881
Allmänbildning,Tuberkulosvaccinet BCG börjar användas.,1921
Allmänbildning,Polio-vaccin av Sabin ges oralt och når fler barn.,1961
Allmänbildning,Mässlingvaccin introduceras och räddar miljoner liv per år.,1963
Allmänbildning,HPV-vaccinet godkänns och erbjuds tonåringar.,2006
Allmänbildning,Ebola-vaccinet godkänns av FDA.,2019
Allmänbildning,Malariavaccin rekommenderas av WHO för barn i Afrika.,2021
Allmänbildning,Första MRI-bilden av en människa tas i Aberdeen i Skottland.,1980
Allmänbildning,CT-skannern uppfinns och revolutionerar diagnostik.,1972
Allmänbildning,Ultraljudet börjar användas för att avbilda foster under graviditet.,1958
Allmänbildning,Den första laserkirurgin på öga utförs.,1987
Allmänbildning,Genterapi botar en patient från ärftlig blindhet.,2008
Allmänbildning,Syntetiskt insulin produceras med genteknik för första gången.,1982
Allmänbildning,Statiner godkänns och sänker kolesterolvärden hos miljoner.,1987
Allmänbildning,Viagra godkänns av FDA och blir ett kulturellt fenomen.,1998
Allmänbildning,Ibuprofen godkänns för receptfri försäljning i USA.,1984
Allmänbildning,Paracetamol börjar säljas receptfritt i Sverige.,1955
Allmänbildning,Anestesi används för första gången vid en operation.,1846
Allmänbildning,Joseph Lister introducerar antiseptiska metoder i kirurgi.,1867
Allmänbildning,Den första framgångsrika blodtransfusionen med korrekt blodgrupp utförs.,1907
Allmänbildning,Stamceller isoleras från mänskliga embryon för forskning.,1998
Allmänbildning,Alzheimers sjukdom beskrivs för första gången av Alois Alzheimer.,1906
Allmänbildning,Parkinson-sjukdomen beskrivs av James Parkinson i En avhandling.,1817
Allmänbildning,Diabetes typ 1 behandlas framgångsrikt med insulin av Banting och Best.,1922
Allmänbildning,Kolera sprids via förorenat vatten – bevisas av John Snow i London.,1854
Allmänbildning,Aids-viruset HIV isoleras och identifieras av Montagnier och Gallo.,1984
Allmänbildning,Antiretrovirala läkemedel mot HIV gör sjukdomen hanterbar.,1996
Allmänbildning,Polio deklareras utrotad i Europa av WHO.,2002
Allmänbildning,Spanska sjukan dödar uppskattningsvis 50 miljoner människor.,1918
Allmänbildning,Kolera-pandemin sprids från Indien till Europa och Amerika.,1832
Allmänbildning,Pestens böldpest når sin höjdpunkt i Europa och dödar 25 miljoner.,1350
Allmänbildning,Tyfus-vaccinet tas fram av Almroth Wright.,1896
Allmänbildning,Röda korset grundas av Henri Dunant efter slaget vid Solferino.,1863
Allmänbildning,WHO grundas som FN:s hälsoorgan.,1948
Allmänbildning,Läkare utan gränser grundas av franska läkare och journalister.,1971
Allmänbildning,Oxfam grundas för att bekämpa hunger och fattigdom.,1942
Allmänbildning,UNICEF grundas för att skydda barn i krigsdrabbade länder.,1946
Allmänbildning,Amnesty International grundas för att försvara mänskliga rättigheter.,1961
Allmänbildning,Greenpeace grundas i Vancouver och miljökampen tar ny form.,1971
Allmänbildning,Kontinentaldriften bevisas av Alfred Wegener och geologin förändras.,1912
Allmänbildning,Plattektonik accepteras av vetenskapssamhället som geologisk teori.,1960
Allmänbildning,Den djupaste havsgraven Marianergraven uppmäts till nästan 11 000 meter.,1951
Allmänbildning,James Cameron dyker ensam till Marianergraven i en specialbyggd ubåt.,2012
Allmänbildning,IPCC publicerar sin första klimatrapport och varnar för växthuseffekten.,1990
Allmänbildning,Kyotoprotokolltet undertecknas och länder lovar att minska utsläpp.,1997
Allmänbildning,Parisavtalet undertecknas av 196 länder vid COP21.,2015
Allmänbildning,COP26 hålls i Glasgow och länderna skärper sina klimatlöften.,2021
Allmänbildning,Vulkanen Mount Pinatubo exploderar och sänker den globala temperaturen.,1991
Allmänbildning,Passenger Pigeon – en fågel som en gång flög i miljardstora flockar – dör ut.,1914
Allmänbildning,Dodofågeln utrotas av europeiska sjöfarare och deras djur.,1681
Allmänbildning,WWF grundas och kämpar för hotade djurarter världen över.,1961
Allmänbildning,Atommolekylen DNA fotograferas för allra första gången.,2012
Allmänbildning,Kvantintrassling experimentellt bevisas av Aspect och kollegor.,1982
Allmänbildning,Nobelpriset i fysik tilldelas för kvantintrassling och kvantkommunikation.,2022
Allmänbildning,Graphen tillverkas för första gången av Geim och Novoselov.,2004
Allmänbildning,Nanotuber av kol tillverkas och materialkunnandet tar ett kliv.,1991
Allmänbildning,Den periodiska tabellen fyller 150 år och element 118 bekräftas.,2019
Allmänbildning,Big Bang-teorin bekräftas med kosmisk bakgrundsstrålning.,1964
Allmänbildning,Hubbles lag som visar att universum expanderar publiceras.,1929
Allmänbildning,Det första fotot i historien tas av Joseph Nicéphore Niépce.,1826
Allmänbildning,Daguerreotypin presenteras och fotografi blir tillgängligt för fler.,1839
Allmänbildning,Färgfotografi introduceras kommersiellt av Kodak.,1935
Allmänbildning,Den första digitalkameran byggs av Kodak-ingenjören Steve Sasson.,1975
Allmänbildning,JPEG-standarden fastställs och digital bildkomprimering sprids.,1992
Allmänbildning,Stumfilmsepoken avslutas och ljudfilm tar över med The Jazz Singer.,1927
Allmänbildning,Technicolor-filmen Trollkarlen från Oz visar filmens framtid i färg.,1939
Allmänbildning,CinemaScope ger bredbildsfilm och konkurrerar med tidig TV.,1953
Allmänbildning,IMAX-formatet presenteras vid världsutställningen i Osaka.,1970
Allmänbildning,Toy Story är världens första helanimerade 3D-datorfilm.,1995
Allmänbildning,Blu-ray besegrar HD-DVD i formatkampen.,2008
Allmänbildning,4K-TV når konsumentmarknaden.,2012
Allmänbildning,Radio för allmänheten börjar sändas i USA av KDKA i Pittsburgh.,1920
Allmänbildning,BBC grundas som världens äldsta nationella radio- och TV-bolag.,1922
Allmänbildning,Färg-TV börjar sändas i USA.,1954
Allmänbildning,Satellitsänd TV når hem via parabolantenner.,1976
Allmänbildning,Teletext introduceras i Sverige och ger textbaserad information på TV.,1979
Allmänbildning,Det första persondatorn Apple I säljs av Steve Jobs och Wozniak.,1976
Allmänbildning,MS-DOS lanseras av Microsoft och IBM installerar det i sina datorer.,1981
Allmänbildning,Windows 1.0 lanseras av Microsoft.,1985
Allmänbildning,Linux-kärnan publiceras av Linus Torvalds.,1991
Allmänbildning,Netscape Navigator lanseras och webbsurfning sprids till allmänheten.,1994
Allmänbildning,Google Chrome lanseras.,2008
Allmänbildning,JavaScript skapas av Brendan Eich på tio dagar.,1995
Allmänbildning,Python-programmeringsspråket publiceras av Guido van Rossum.,1991
Allmänbildning,HTML5 standardiseras och webben kan hantera video och ljud inbyggt.,2014
Allmänbildning,PayPal grundas och onlinebetalningar förenklas för miljoner.,1998
Allmänbildning,Signal-appen lanseras och krypterade meddelanden når allmänheten.,2014
Allmänbildning,iCloud lanseras och Apples produkter synkroniseras trådlöst.,2011
Allmänbildning,Alexa lanseras av Amazon och smarta högtalare tar plats i hemmet.,2014
Allmänbildning,Google Assistant lanseras och röststyrda AI-assistenter sprids.,2016
Allmänbildning,Siri lanseras av Apple som första röstassistent på smartphone.,2011
Allmänbildning,Augmented Reality-glasögon Google Glass testas men når aldrig massmarknaden.,2013
Allmänbildning,Det första GSM-samtalet rings och 2G-mobilnätet föds.,1991
Allmänbildning,Kopieringsmaskinen Xerox 914 lanseras och kontorsarbetet förändras.,1959
Allmänbildning,Räknemaskinen introduceras och manuell kalkyl underlättas.,1961
Allmänbildning,Blixtlåset uppfinns och knappar ersätts i kläder och väskor.,1913
Allmänbildning,Post-it-lappen uppfinns av misstag på 3M.,1968
Allmänbildning,Tejpen uppfinns av 3M och används inom otaliga områden.,1930
Allmänbildning,Det första postfrimärket – Penny Black – ges ut i Storbritannien.,1840
Allmänbildning,Posten grundas i Sverige under Gustav II Adolfs tid.,1636
Allmänbildning,Telegrafen uppfinns av Samuel Morse och används kommersiellt.,1837
Allmänbildning,Morses alfabet standardiseras och används av telegrafister världen över.,1844
Allmänbildning,Atlantkabeln läggs och Europa och Amerika kopplas via telegraf.,1858
Allmänbildning,Telefonnätet för allmänheten öppnas i Stockholm.,1880
Allmänbildning,Svensk television börjar sända reguljärt.,1956
Allmänbildning,Sveriges Radio grundas som statlig radio.,1925
Allmänbildning,Aftonbladet grundas och är en av Sveriges äldsta dagstidningar.,1830
Allmänbildning,Dagens Nyheter grundas i Stockholm.,1864
Allmänbildning,Gutenbergs Bibel trycks och är en av de första böckerna i Europa.,1455
Allmänbildning,Encyklopedin Encyclopédie ges ut i Frankrike och sprider upplysningsidéer.,1751
Allmänbildning,Nationalencyklopedin ges ut i Sverige.,1989
Allmänbildning,Brockhaus-lexikonet ges ut och blir en standardreferens i Tyskland.,1796
Allmänbildning,Merriam-Webster-ordboken ges ut och definierar amerikansk engelska.,1828
Allmänbildning,Oxford English Dictionary publicerar sin första fullständiga utgåva.,1928
Allmänbildning,FN:s Deklaration om de mänskliga rättigheterna antas av generalförsamlingen.,1948
Allmänbildning,Barnkonventionen ratificeras av Sverige.,1990
Allmänbildning,Folkrätten kodifieras i Genèvekonventionerna.,1949
Allmänbildning,Internationella brottmålsdomstolen ICC etableras i Haag.,2002
Allmänbildning,Nobelpriset delas ut för första gången i Stockholm.,1901
Allmänbildning,Nobelpriset i ekonomi instiftas och delas ut för första gången.,1969
Allmänbildning,Nobels fredspris delas ut i Oslo för första gången.,1901
Allmänbildning,Nobelprisets ceremoni sänds live på TV för första gången.,1953
Allmänbildning,Riksdagens byggnad i Stockholm invigs.,1905
Allmänbildning,Allmän och lika rösträtt för svenska män och kvinnor införs.,1921
Allmänbildning,Semesterlagen i Sverige utökas till 5 veckors lagstadgad semester.,1977
Allmänbildning,Sverige inför föräldraförsäkring för båda föräldrarna.,1974
Allmänbildning,Sverige inför fri sjukvård för barn under 18 år.,1970
Allmänbildning,Systembolaget grundas som statligt alkoholmonopol i Sverige.,1955
Allmänbildning,Spritransoneringen avskaffas i Sverige.,1955
Allmänbildning,Sverige inför krav på bilbälte för framsätespassagerare.,1975
Allmänbildning,Hjälmtvång för cyklister under 15 år införs i Sverige.,2005
Allmänbildning,Rökförbudet på restauranger och barer träder i kraft i Sverige.,2005
Allmänbildning,Sverige inför plastpåseavgift i butiker.,2020
Allmänbildning,Dödsstraffet avskaffas i Sverige för civila brott.,1921
Allmänbildning,Homosexualitet avkriminaliseras i Sverige.,1944
Allmänbildning,Samkönade par i Sverige får rätt att gifta sig.,2009
Allmänbildning,Sverige inför könsneutral äktenskapslagstiftning.,2009
Allmänbildning,Abortlagen i Sverige tillåter fri abort upp till vecka 18.,1974
Allmänbildning,Sverige antar en ny grundlag och stärker yttrandefriheten.,1974
Allmänbildning,Sverige byter till decimalsystemet för mått och vikt.,1855
Allmänbildning,Sverige övergår till högertrafik på Dagen H.,1967
Allmänbildning,Kronans koppling till guldet avskaffas och valutan flotteras.,1931
Allmänbildning,Sverige ansöker om EU-medlemskap.,1991
Allmänbildning,Sverige inträder i EU efter folkomröstning.,1995
Allmänbildning,Sverige röstar nej till att gå med i eurosamarbetet.,2003
Allmänbildning,Flygplatsen Arlanda Express öppnas och Stockholm får snabbtåg till flygplatsen.,1999
Allmänbildning,Det första olympiska spelen i antiken hålls i Olympia i Grekland.,776 f.Kr.
Allmänbildning,Silkesvägen öppnas och handel mellan Kina och Europa blir möjlig.,130 f.Kr.
Allmänbildning,Det romerska rikets vägbygge skapar ett 400 000 km långt vägnät.,100
Allmänbildning,Akvedukter möjliggör dricksvatten och hygien i romarrikets städer.,100 f.Kr.
Allmänbildning,Papperspengar uppfinns i Kina under Tangdynastin.,700
Allmänbildning,Det första universitetet i världen – Al-Qarawiyyin – grundas i Marocko.,859
Allmänbildning,Det första universitetet i Europa grundas i Bologna.,1088
Allmänbildning,Oxford University grundas och börjar ta emot studenter.,1096
Allmänbildning,Cambridge University grundas av lärare som lämnat Oxford.,1209
